order_no,id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,filled_avg_price,qty,filled_qty,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm,asset_id,symbol,current_price,pnl
4585,1a0c1ade-20a3-4c09-9346-5eccc79c1abf,2023-05-23 19:05:10.273175+00:00,2023-05-23 19:05:12.068820+00:00,2023-05-23 19:05:10.276886+00:00,2023-05-23 19:05:12.064018+00:00,,,,,39.13,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3214.5600000000086
4586,efea80ed-2003-4f03-91c0-e0bc2ea01a6a,2023-05-23 19:00:14.557614+00:00,2023-05-23 19:00:16.608066+00:00,2023-05-23 19:00:16.286673+00:00,2023-05-23 19:00:16.603579+00:00,,,,,39.05,1448.0,1448.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3098.7200000000007
4587,614427c8-630b-4178-a64a-2bca8b8c10d9,2023-05-23 19:00:14.557583+00:00,2023-05-23 19:00:16.291007+00:00,2023-05-23 19:00:15.536664+00:00,,,,,2023-05-23 19:00:16.286673+00:00,,1448.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4588,e2c89ccb-8146-40a6-b265-6fc80938c9b8,2023-05-23 19:00:14.557523+00:00,2023-05-23 19:00:15.532239+00:00,2023-05-23 19:00:14.568728+00:00,2023-05-23 19:00:15.527353+00:00,,,,,39.09,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3156.64000000001
4589,a0224323-d2f8-4b4b-99b6-4f790c5621f6,2023-05-23 18:55:05.639788+00:00,2023-05-23 18:56:12.067708+00:00,2023-05-23 18:56:10.414354+00:00,2023-05-23 18:56:12.062448+00:00,,,,,39.055974,1448.0,1448.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3107.3703520000035
4590,936e4b46-249c-4df7-9087-928e47e2b69f,2023-05-23 18:55:05.639733+00:00,2023-05-23 18:56:10.418629+00:00,2023-05-23 18:55:06.118697+00:00,,,,,2023-05-23 18:56:10.414354+00:00,,1448.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4591,febfd1fe-3fcf-4e03-b8a7-e29c1e515255,2023-05-23 18:55:05.639681+00:00,2023-05-23 18:55:06.107529+00:00,2023-05-23 18:55:05.645086+00:00,2023-05-23 18:55:06.102970+00:00,,,,,39.07,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3127.6800000000053
4592,2ea06d02-d69c-4e46-be99-e5adb805b885,2023-05-23 18:50:06.297378+00:00,2023-05-23 18:50:30.934330+00:00,2023-05-23 18:50:30.504198+00:00,2023-05-23 18:50:30.929761+00:00,,,,,39.03,1448.0,1448.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3069.7600000000066
4593,49d65c74-bbc9-4881-92fe-b67f39a56b33,2023-05-23 18:50:06.297344+00:00,2023-05-23 18:50:30.508299+00:00,2023-05-23 18:50:08.911729+00:00,,,,,2023-05-23 18:50:30.504197+00:00,,1448.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4594,8a9727ea-8858-4e88-8cd9-e9be671a9d92,2023-05-23 18:50:06.297293+00:00,2023-05-23 18:50:08.907763+00:00,2023-05-23 18:50:06.301318+00:00,2023-05-23 18:50:08.903033+00:00,,,,,39.059986,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3113.179728000008
4595,a49818a8-19b0-4eca-8f81-1e081a9cfa3c,2023-05-23 18:45:06.455776+00:00,2023-05-23 18:46:00.520792+00:00,2023-05-23 18:45:59.688049+00:00,2023-05-23 18:46:00.516089+00:00,,,,,38.92,1448.0,1448.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,2910.4800000000073
4596,34a390b4-e239-4369-8c67-e4f64bfabf7b,2023-05-23 18:45:06.455739+00:00,2023-05-23 18:45:59.692273+00:00,2023-05-23 18:45:07.876673+00:00,,,,,2023-05-23 18:45:59.688048+00:00,,1448.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4597,b5b35cbe-bbd0-4443-879b-074bc3cd1452,2023-05-23 18:45:06.455668+00:00,2023-05-23 18:45:07.864010+00:00,2023-05-23 18:45:06.460031+00:00,2023-05-23 18:45:07.859124+00:00,,,,,38.98,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-2997.3600000000006
4598,2b36ccb6-8325-4678-95ed-bcd94aee0120,2023-05-23 18:40:07.006399+00:00,2023-05-23 18:41:06.513397+00:00,2023-05-23 18:41:06.015126+00:00,2023-05-23 18:41:06.508632+00:00,,,,,38.9,1448.0,1448.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,2881.5200000000027
4599,4bbd56ea-67c4-4852-af8b-38b4cd052997,2023-05-23 18:40:07.006364+00:00,2023-05-23 18:41:06.019126+00:00,2023-05-23 18:40:08.283915+00:00,,,,,2023-05-23 18:41:06.015126+00:00,,1448.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4600,51f2e368-cb8a-43f8-b3a1-0a6e791d5aea,2023-05-23 18:40:07.006307+00:00,2023-05-23 18:40:08.267781+00:00,2023-05-23 18:40:07.009526+00:00,2023-05-23 18:40:08.263445+00:00,,,,,39.02,1448.0,1448.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3055.2800000000093
4601,74c92714-0dea-4a35-a818-945637367b41,2023-05-23 18:35:07.009613+00:00,2023-05-23 18:38:03.131003+00:00,2023-05-23 18:38:01.063970+00:00,2023-05-23 18:38:03.126487+00:00,,,,,39.0,1449.0,1449.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3028.410000000005
4602,b58512aa-0668-439a-b83d-19a659e13e5e,2023-05-23 18:35:07.009587+00:00,2023-05-23 18:38:01.068372+00:00,2023-05-23 18:35:07.754870+00:00,,,,,2023-05-23 18:38:01.063970+00:00,,1449.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4603,746c0025-2b61-461e-a1fa-0cd6e54573d5,2023-05-23 18:35:07.009533+00:00,2023-05-23 18:35:07.743127+00:00,2023-05-23 18:35:07.014762+00:00,2023-05-23 18:35:07.738305+00:00,,,,,39.16,1449.0,1449.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3260.25
4604,c37f7e10-36e3-4b12-9bda-5499349690c2,2023-05-23 18:30:14.056662+00:00,2023-05-23 18:31:03.892764+00:00,2023-05-23 18:31:03.347024+00:00,2023-05-23 18:31:03.887797+00:00,,,,,39.07,1449.0,1449.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3129.840000000005
4605,eafdf0c4-4336-45e8-a65d-f453b1185d24,2023-05-23 18:30:14.056634+00:00,2023-05-23 18:31:03.350979+00:00,2023-05-23 18:30:16.671519+00:00,,,,,2023-05-23 18:31:03.347023+00:00,,1449.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4606,f48536c6-61f4-4d09-8726-6219a4d78404,2023-05-23 18:30:14.056580+00:00,2023-05-23 18:30:16.655002+00:00,2023-05-23 18:30:14.059677+00:00,2023-05-23 18:30:16.650342+00:00,,,,,39.06,1449.0,1449.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3115.350000000008
4607,d3d2f50a-9da0-48a6-a0c2-aa8cd37fef97,2023-05-23 18:25:05.983907+00:00,2023-05-23 18:25:19.445820+00:00,2023-05-23 18:25:18.897227+00:00,2023-05-23 18:25:19.441090+00:00,,,,,38.92,1449.0,1449.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,2912.4900000000075
4608,aebebddc-5353-4ba4-8a92-89dde56c3c06,2023-05-23 18:25:05.983875+00:00,2023-05-23 18:25:18.901650+00:00,2023-05-23 18:25:06.232820+00:00,,,,,2023-05-23 18:25:18.897226+00:00,,1449.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4609,a04b59bc-9283-488c-b424-95da5feede54,2023-05-23 18:25:05.983804+00:00,2023-05-23 18:25:06.228460+00:00,2023-05-23 18:25:05.987671+00:00,2023-05-23 18:25:06.222952+00:00,,,,,39.06,1449.0,1449.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3115.350000000008
4610,36a41ecd-334d-4cf4-a5c7-be5df37f368d,2023-05-23 18:20:06.122186+00:00,2023-05-23 18:20:35.301970+00:00,2023-05-23 18:20:33.520592+00:00,2023-05-23 18:20:35.296594+00:00,,,,,39.21,1449.0,1449.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3332.700000000006
4611,d8ea9282-25aa-4b97-add8-d89322772468,2023-05-23 18:20:06.122159+00:00,2023-05-23 18:20:33.525264+00:00,2023-05-23 18:20:06.597755+00:00,,,,,2023-05-23 18:20:33.520591+00:00,,1449.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4612,4509d218-1810-4129-ac75-682473c60331,2023-05-23 18:20:06.122099+00:00,2023-05-23 18:20:06.582828+00:00,2023-05-23 18:20:06.126438+00:00,2023-05-23 18:20:06.577642+00:00,,,,,39.29,1449.0,1449.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3448.6200000000035
4613,976c3c49-0fc6-429c-952a-e55d76cdc451,2023-05-23 18:15:06.382522+00:00,2023-05-23 18:15:57.145586+00:00,2023-05-23 18:15:57.033308+00:00,2023-05-23 18:15:57.140702+00:00,,,,,39.21,1449.0,1449.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3332.700000000006
4614,9558a23f-f0b4-4189-955e-f8b2ce01bb0c,2023-05-23 18:15:06.382492+00:00,2023-05-23 18:15:57.037842+00:00,2023-05-23 18:15:06.525847+00:00,,,,,2023-05-23 18:15:57.033307+00:00,,1449.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4615,3365312d-d356-4317-9762-806b21da9ce3,2023-05-23 18:15:06.382412+00:00,2023-05-23 18:15:06.506448+00:00,2023-05-23 18:15:06.385919+00:00,2023-05-23 18:15:06.501890+00:00,,,,,39.32,1449.0,1449.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3492.090000000005
4616,379b6c38-98c7-41ed-9256-e410161fcc15,2023-05-23 18:10:06.475102+00:00,2023-05-23 18:11:43.132483+00:00,2023-05-23 18:11:42.839531+00:00,2023-05-23 18:11:43.127936+00:00,,,,,39.22,1450.0,1450.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3349.500000000003
4617,5e071604-97eb-44c2-9b57-df6a82378978,2023-05-23 18:10:06.475063+00:00,2023-05-23 18:11:42.843822+00:00,2023-05-23 18:10:08.027314+00:00,,,,,2023-05-23 18:11:42.839530+00:00,,1450.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4618,9196bf19-83b0-4138-898f-48f5a6b8005d,2023-05-23 18:10:06.475005+00:00,2023-05-23 18:10:08.023695+00:00,2023-05-23 18:10:06.479213+00:00,2023-05-23 18:10:08.018211+00:00,,,,,39.3,1450.0,1450.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3465.500000000001
4619,2573c848-c905-43a8-8f05-ec71aef4469d,2023-05-23 18:05:07.303688+00:00,2023-05-23 18:05:42.031188+00:00,2023-05-23 18:05:41.293510+00:00,2023-05-23 18:05:42.026447+00:00,,,,,39.23,1450.0,1450.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3364.0000000000005
4620,3587b3f7-71f3-40df-8e90-f25dc9fda7ec,2023-05-23 18:05:07.303660+00:00,2023-05-23 18:05:41.298264+00:00,2023-05-23 18:05:08.473840+00:00,,,,,2023-05-23 18:05:41.293509+00:00,,1450.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4621,6cb29892-6dfa-4020-b2e3-617f7e156236,2023-05-23 18:05:07.303606+00:00,2023-05-23 18:05:08.469860+00:00,2023-05-23 18:05:07.307119+00:00,2023-05-23 18:05:08.465208+00:00,,,,,39.28,1450.0,1450.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3436.5000000000064
4622,78eae2ca-3148-48e1-962a-d4f23e25f740,2023-05-23 18:00:14.035571+00:00,2023-05-23 18:00:47.960759+00:00,2023-05-23 18:00:47.712904+00:00,2023-05-23 18:00:47.955970+00:00,,,,,39.26,1450.0,1450.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3407.5000000000023
4623,84d4440b-0bec-4509-b32d-07eed3f40125,2023-05-23 18:00:14.035527+00:00,2023-05-23 18:00:47.717166+00:00,2023-05-23 18:00:14.393114+00:00,,,,,2023-05-23 18:00:47.712903+00:00,,1450.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4624,5076ad22-1ef9-4623-981a-2de371d25d3e,2023-05-23 18:00:14.035392+00:00,2023-05-23 18:00:14.378153+00:00,2023-05-23 18:00:14.039378+00:00,2023-05-23 18:00:14.373444+00:00,,,,,39.3,1450.0,1450.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3465.500000000001
4625,e7c1306e-eb58-4902-8479-609c0c24c648,2023-05-23 17:55:05.400780+00:00,2023-05-23 17:59:09.320491+00:00,2023-05-23 17:59:08.312118+00:00,2023-05-23 17:59:09.315634+00:00,,,,,39.23,1451.0,1451.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3366.3200000000006
4626,dbf8e349-0cbe-478d-b16e-94143f8312a2,2023-05-23 17:55:05.400742+00:00,2023-05-23 17:59:08.316290+00:00,2023-05-23 17:55:06.301326+00:00,,,,,2023-05-23 17:59:08.312117+00:00,,1451.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4627,3e8e3550-61da-4d8e-b6e8-e05b87522889,2023-05-23 17:55:05.400666+00:00,2023-05-23 17:55:06.297343+00:00,2023-05-23 17:55:05.403867+00:00,2023-05-23 17:55:06.292503+00:00,,,,,39.31,1451.0,1451.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3482.4000000000083
4628,77b92656-fa26-418e-8ab6-5309a94c2133,2023-05-23 17:50:06.735587+00:00,2023-05-23 17:51:33.303776+00:00,2023-05-23 17:51:32.863295+00:00,2023-05-23 17:51:33.296559+00:00,,,,,39.2,1451.0,1451.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3322.790000000009
4629,3e1e8de5-f043-4c73-b182-4bee85042d23,2023-05-23 17:50:06.735549+00:00,2023-05-23 17:51:32.867775+00:00,2023-05-23 17:50:08.179702+00:00,,,,,2023-05-23 17:51:32.863294+00:00,,1451.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4630,d7c52bb0-3ac7-4efe-a535-cf013d06815f,2023-05-23 17:50:06.735499+00:00,2023-05-23 17:50:08.161718+00:00,2023-05-23 17:50:06.741235+00:00,2023-05-23 17:50:08.156842+00:00,,,,,39.32,1451.0,1451.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3496.9100000000053
4631,167d34da-0c41-47d7-bb89-eb2f3a2d1338,2023-05-23 17:45:06.360985+00:00,2023-05-23 17:47:25.128839+00:00,2023-05-23 17:47:24.871133+00:00,2023-05-23 17:47:25.120810+00:00,,,,,39.32,1451.0,1451.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3496.9100000000053
4632,47dfdc4e-775c-456e-ae84-abcd65f409c8,2023-05-23 17:45:06.360933+00:00,2023-05-23 17:47:24.875462+00:00,2023-05-23 17:45:07.565215+00:00,,,,,2023-05-23 17:47:24.871132+00:00,,1451.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4633,677394c2-8033-42ef-83b5-f0a6967c7238,2023-05-23 17:45:06.360829+00:00,2023-05-23 17:45:07.543534+00:00,2023-05-23 17:45:06.363885+00:00,2023-05-23 17:45:07.538923+00:00,,,,,39.45,1451.0,1451.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3685.540000000009
4634,75273b44-252f-428a-b2f4-6a3c70ae1c58,2023-05-23 17:40:07.281321+00:00,2023-05-23 17:40:39.484888+00:00,2023-05-23 17:40:38.678729+00:00,2023-05-23 17:40:39.479870+00:00,,,,,39.26,1451.0,1451.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3409.850000000002
4635,8fd1243b-29ee-427a-a90e-a650edf023e5,2023-05-23 17:40:07.281296+00:00,2023-05-23 17:40:38.683017+00:00,2023-05-23 17:40:07.653006+00:00,,,,,2023-05-23 17:40:38.678728+00:00,,1451.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4636,d3816feb-d0b1-4e61-97ee-1e484fa58e70,2023-05-23 17:40:07.281251+00:00,2023-05-23 17:40:07.637534+00:00,2023-05-23 17:40:07.286142+00:00,2023-05-23 17:40:07.632707+00:00,,,,,39.33,1451.0,1451.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3511.4200000000023
4637,51d06058-2fdf-4bfa-9a2c-8f8658d7db92,2023-05-23 17:35:07.756328+00:00,2023-05-23 17:35:36.293156+00:00,2023-05-23 17:35:36.138309+00:00,2023-05-23 17:35:36.288381+00:00,,,,,39.24,1452.0,1452.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3383.160000000008
4638,8c4cedb9-d21a-4e50-903d-3cf27f838800,2023-05-23 17:35:07.756286+00:00,2023-05-23 17:35:36.142678+00:00,2023-05-23 17:35:08.389645+00:00,,,,,2023-05-23 17:35:36.138309+00:00,,1452.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4639,72974cee-695a-4056-8f9f-ca5d0d7d3bd7,2023-05-23 17:35:07.756203+00:00,2023-05-23 17:35:08.385601+00:00,2023-05-23 17:35:07.760327+00:00,2023-05-23 17:35:08.381194+00:00,,,,,39.47,1452.0,1452.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3717.1200000000035
4640,2db7b04c-007a-472e-8872-e56be78fb686,2023-05-23 17:25:05.063751+00:00,2023-05-23 17:30:38.510892+00:00,2023-05-23 17:30:38.100924+00:00,2023-05-23 17:30:38.506249+00:00,,,,,39.31,1452.0,1452.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3484.8000000000084
4641,66baa4fa-f4bb-4fec-bf6e-819fe0a3db32,2023-05-23 17:25:05.063705+00:00,2023-05-23 17:30:38.105129+00:00,2023-05-23 17:25:05.554162+00:00,,,,,2023-05-23 17:30:38.100924+00:00,,1452.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4642,bc267b20-2d46-4857-8701-f001d15a1cfb,2023-05-23 17:25:05.063617+00:00,2023-05-23 17:25:05.538993+00:00,2023-05-23 17:25:05.068962+00:00,2023-05-23 17:25:05.533761+00:00,,,,,39.46,1452.0,1452.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3702.6000000000063
4643,ffe2ef6c-3528-4cfe-8e28-e792881fadfa,2023-05-23 17:20:06.402661+00:00,2023-05-23 17:20:11.854469+00:00,2023-05-23 17:20:11.520178+00:00,2023-05-23 17:20:11.849713+00:00,,,,,39.28,1453.0,1453.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3443.6100000000065
4644,7fad30a9-0d95-490c-8650-a90c562300d8,2023-05-23 17:20:06.402621+00:00,2023-05-23 17:20:11.524339+00:00,2023-05-23 17:20:06.941839+00:00,,,,,2023-05-23 17:20:11.520177+00:00,,1453.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4645,aa57569d-f59f-4c60-aa2e-fd7f02355ea9,2023-05-23 17:20:06.402544+00:00,2023-05-23 17:20:06.937593+00:00,2023-05-23 17:20:06.407419+00:00,2023-05-23 17:20:06.933211+00:00,,,,,39.38,1453.0,1453.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3588.9100000000085
4646,1fe77440-f0f1-471f-be36-ee73939c93f8,2023-05-23 15:50:06.427812+00:00,2023-05-23 17:15:09.172921+00:00,2023-05-23 17:15:08.773695+00:00,2023-05-23 17:15:09.168551+00:00,,,,,39.34,1453.0,1453.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3530.79000000001
4647,74df4797-25da-40d3-954f-b8eecee53e28,2023-05-23 15:50:06.427781+00:00,2023-05-23 17:15:08.777836+00:00,2023-05-23 15:50:06.954550+00:00,,,,,2023-05-23 17:15:08.773694+00:00,,1453.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4648,6026147b-ffea-4c02-8aa9-0cdac72e28ae,2023-05-23 15:50:06.427716+00:00,2023-05-23 15:50:06.950252+00:00,2023-05-23 15:50:06.448174+00:00,2023-05-23 15:50:06.945722+00:00,,,,,39.44,1453.0,1453.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3676.0900000000015
4649,bfb4b07b-6436-4e54-bbea-7afee4b7bc38,2023-05-23 15:45:06.106720+00:00,2023-05-23 15:45:12.138374+00:00,2023-05-23 15:45:11.000912+00:00,2023-05-23 15:45:12.133875+00:00,,,,,39.24,1453.0,1453.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3385.490000000008
4650,c6cab8d2-5d90-49c1-bf46-468b059f2d06,2023-05-23 15:45:06.106695+00:00,2023-05-23 15:45:11.005198+00:00,2023-05-23 15:45:06.330773+00:00,,,,,2023-05-23 15:45:11.000912+00:00,,1453.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4651,8134be07-cf36-44a4-b471-a0a39879e403,2023-05-23 15:45:06.106648+00:00,2023-05-23 15:45:06.304800+00:00,2023-05-23 15:45:06.113185+00:00,2023-05-23 15:45:06.300174+00:00,,,,,39.29,1453.0,1453.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3458.1400000000035
4652,3c82154a-cc80-4484-a608-03eb2ed3ae7b,2023-05-23 15:40:06.771524+00:00,2023-05-23 15:42:22.282251+00:00,2023-05-23 15:42:21.388979+00:00,2023-05-23 15:42:22.277235+00:00,,,,,39.12,1453.0,1453.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3211.130000000001
4653,e7a720c1-36fe-4a13-9c39-6280fe325c19,2023-05-23 15:40:06.771501+00:00,2023-05-23 15:42:21.392956+00:00,2023-05-23 15:40:07.057703+00:00,,,,,2023-05-23 15:42:21.388979+00:00,,1453.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4654,80c73360-a0dd-42c1-a34c-7d0459c4613e,2023-05-23 15:40:06.771457+00:00,2023-05-23 15:40:07.053949+00:00,2023-05-23 15:40:06.786924+00:00,2023-05-23 15:40:07.049118+00:00,,,,,39.25,1453.0,1453.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3400.020000000005
4655,4d8e131e-35a3-4617-82b1-9058bfb222bc,2023-05-23 15:35:09.460815+00:00,2023-05-23 15:35:18.997935+00:00,2023-05-23 15:35:18.949374+00:00,2023-05-23 15:35:18.993223+00:00,,,,,39.14,1453.0,1453.0,stop,sell,day,,39.35,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,3240.190000000006
4656,d4f3a057-1075-4f84-ad01-f95a954126e9,2023-05-23 15:35:09.460765+00:00,2023-05-23 15:35:18.953698+00:00,2023-05-23 15:35:10.574477+00:00,,,,,2023-05-23 15:35:18.949373+00:00,,1453.0,0.0,limit,sell,day,41.04,,replaced,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,
4657,6941e370-fa1f-453d-a455-3ad9b8e8988a,2023-05-23 15:35:09.460715+00:00,2023-05-23 15:35:10.562917+00:00,2023-05-23 15:35:09.475629+00:00,2023-05-23 15:35:10.558338+00:00,,,,,39.2,1453.0,1453.0,limit,buy,day,40.07,,filled,False,,,,,c701a998-1f00-45ac-9f8a-302f82a97352,TNK,36.91,-3327.370000000009
